season,week,game,date,weekday,hour,team1,team2,points_team1,points_team2,location_team1,location_team2,flag_playoffs,flag_neutral
2017,9,10,2017-11-05,Sun,16,Arizona Cardinals,San Francisco 49ers,20,10,away,home,FALSE,FALSE
2017,9,11,2017-11-05,Sun,16,Dallas Cowboys,Kansas City Chiefs,28,17,home,away,FALSE,FALSE
2017,9,12,2017-11-05,Sun,20,Oakland Raiders,Miami Dolphins,27,24,away,home,FALSE,FALSE
2017,9,13,2017-11-06,Mon,20,Detroit Lions,Green Bay Packers,30,17,away,home,FALSE,FALSE
2017,10,1,2017-11-09,Thu,20,Seattle Seahawks,Arizona Cardinals,22,16,away,home,FALSE,FALSE
2017,10,2,2017-11-12,Sun,13,New Orleans Saints,Buffalo Bills,47,10,away,home,FALSE,FALSE
2017,10,3,2017-11-12,Sun,13,Green Bay Packers,Chicago Bears,23,16,away,home,FALSE,FALSE
2017,10,4,2017-11-12,Sun,13,Jacksonville Jaguars,Los Angeles Chargers,20,17,home,away,FALSE,FALSE
2017,10,5,2017-11-12,Sun,13,Minnesota Vikings,Washington Redskins,38,30,away,home,FALSE,FALSE
2017,10,6,2017-11-12,Sun,13,Detroit Lions,Cleveland Browns,38,24,home,away,FALSE,FALSE
2017,10,7,2017-11-12,Sun,13,Tennessee Titans,Cincinnati Bengals,24,20,home,away,FALSE,FALSE
2017,10,8,2017-11-12,Sun,13,Pittsburgh Steelers,Indianapolis Colts,20,17,away,home,FALSE,FALSE
2017,10,9,2017-11-12,Sun,13,Tampa Bay Buccaneers,New York Jets,15,10,home,away,FALSE,FALSE
2017,10,10,2017-11-12,Sun,16,Los Angeles Rams,Houston Texans,33,7,home,away,FALSE,FALSE
2017,10,11,2017-11-12,Sun,16,Atlanta Falcons,Dallas Cowboys,27,7,home,away,FALSE,FALSE
2017,10,12,2017-11-12,Sun,16,San Francisco 49ers,New York Giants,31,21,home,away,FALSE,FALSE
2017,10,13,2017-11-12,Sun,20,New England Patriots,Denver Broncos,41,16,away,home,FALSE,FALSE
2017,10,14,2017-11-13,Mon,20,Carolina Panthers,Miami Dolphins,45,21,home,away,FALSE,FALSE
2017,11,1,2017-11-16,Thu,20,Pittsburgh Steelers,Tennessee Titans,40,17,home,away,FALSE,FALSE
2017,11,2,2017-11-19,Sun,13,New Orleans Saints,Washington Redskins,34,31,home,away,FALSE,FALSE
2017,11,3,2017-11-19,Sun,13,Houston Texans,Arizona Cardinals,31,21,home,away,FALSE,FALSE
2017,11,4,2017-11-19,Sun,13,Tampa Bay Buccaneers,Miami Dolphins,30,20,away,home,FALSE,FALSE
2017,11,5,2017-11-19,Sun,13,Detroit Lions,Chicago Bears,27,24,away,home,FALSE,FALSE
2017,11,6,2017-11-19,Sun,13,Minnesota Vikings,Los Angeles Rams,24,7,home,away,FALSE,FALSE
2017,11,7,2017-11-19,Sun,13,Baltimore Ravens,Green Bay Packers,23,0,away,home,FALSE,FALSE
2017,11,8,2017-11-19,Sun,13,New York Giants,Kansas City Chiefs,12,9,home,away,FALSE,FALSE
2017,11,9,2017-11-19,Sun,13,Jacksonville Jaguars,Cleveland Browns,19,7,away,home,FALSE,FALSE
2017,11,10,2017-11-19,Sun,16,Los Angeles Chargers,Buffalo Bills,54,24,home,away,FALSE,FALSE
2017,11,11,2017-11-19,Sun,16,New England Patriots,Oakland Raiders,33,8,away,home,FALSE,FALSE
2017,11,12,2017-11-19,Sun,16,Cincinnati Bengals,Denver Broncos,20,17,away,home,FALSE,FALSE
2017,11,13,2017-11-19,Sun,20,Philadelphia Eagles,Dallas Cowboys,37,9,away,home,FALSE,FALSE
2017,11,14,2017-11-20,Mon,20,Atlanta Falcons,Seattle Seahawks,34,31,away,home,FALSE,FALSE
2017,12,1,2017-11-23,Thu,12,Minnesota Vikings,Detroit Lions,30,23,away,home,FALSE,FALSE
2017,12,2,2017-11-23,Thu,16,Los Angeles Chargers,Dallas Cowboys,28,6,away,home,FALSE,FALSE
2017,12,3,2017-11-23,Thu,20,Washington Redskins,New York Giants,20,10,home,away,FALSE,FALSE
2017,12,4,2017-11-26,Sun,13,Cincinnati Bengals,Cleveland Browns,30,16,home,away,FALSE,FALSE
2017,12,5,2017-11-26,Sun,13,Tennessee Titans,Indianapolis Colts,20,16,away,home,FALSE,FALSE
2017,12,6,2017-11-26,Sun,13,New England Patriots,Miami Dolphins,35,17,home,away,FALSE,FALSE
2017,12,7,2017-11-26,Sun,13,Buffalo Bills,Kansas City Chiefs,16,10,away,home,FALSE,FALSE
2017,12,8,2017-11-26,Sun,13,Philadelphia Eagles,Chicago Bears,31,3,home,away,FALSE,FALSE
2017,12,9,2017-11-26,Sun,13,Atlanta Falcons,Tampa Bay Buccaneers,34,20,home,away,FALSE,FALSE
2017,12,10,2017-11-26,Sun,13,Carolina Panthers,New York Jets,35,27,away,home,FALSE,FALSE
2017,12,11,2017-11-26,Sun,16,Seattle Seahawks,San Francisco 49ers,24,13,away,home,FALSE,FALSE
2017,12,12,2017-11-26,Sun,16,Los Angeles Rams,New Orleans Saints,26,20,home,away,FALSE,FALSE
2017,12,13,2017-11-26,Sun,16,Arizona Cardinals,Jacksonville Jaguars,27,24,home,away,FALSE,FALSE
2017,12,14,2017-11-26,Sun,16,Oakland Raiders,Denver Broncos,21,14,home,away,FALSE,FALSE
2017,12,15,2017-11-26,Sun,20,Pittsburgh Steelers,Green Bay Packers,31,28,home,away,FALSE,FALSE
2017,12,16,2017-11-27,Mon,20,Baltimore Ravens,Houston Texans,23,16,home,away,FALSE,FALSE
2017,13,1,2017-11-30,Thu,20,Dallas Cowboys,Washington Redskins,38,14,home,away,FALSE,FALSE
2017,13,2,2017-12-03,Sun,13,New England Patriots,Buffalo Bills,23,3,away,home,FALSE,FALSE
2017,13,3,2017-12-03,Sun,13,New York Jets,Kansas City Chiefs,38,31,home,away,FALSE,FALSE
2017,13,4,2017-12-03,Sun,13,Baltimore Ravens,Detroit Lions,44,20,home,away,FALSE,FALSE
2017,13,5,2017-12-03,Sun,13,San Francisco 49ers,Chicago Bears,15,14,away,home,FALSE,FALSE
2017,13,6,2017-12-03,Sun,13,Miami Dolphins,Denver Broncos,35,9,home,away,FALSE,FALSE
2017,13,7,2017-12-03,Sun,13,Minnesota Vikings,Atlanta Falcons,14,9,away,home,FALSE,FALSE
2017,13,8,2017-12-03,Sun,13,Green Bay Packers,Tampa Bay Buccaneers,26,20,home,away,FALSE,FALSE
2017,13,9,2017-12-03,Sun,13,Jacksonville Jaguars,Indianapolis Colts,30,10,home,away,FALSE,FALSE
2017,13,10,2017-12-03,Sun,13,Tennessee Titans,Houston Texans,24,13,home,away,FALSE,FALSE
2017,13,11,2017-12-03,Sun,16,Los Angeles Chargers,Cleveland Browns,19,10,home,away,FALSE,FALSE
2017,13,12,2017-12-03,Sun,16,New Orleans Saints,Carolina Panthers,31,21,home,away,FALSE,FALSE
2017,13,13,2017-12-03,Sun,16,Oakland Raiders,New York Giants,24,17,home,away,FALSE,FALSE
2017,13,14,2017-12-03,Sun,16,Los Angeles Rams,Arizona Cardinals,32,16,away,home,FALSE,FALSE
2017,13,15,2017-12-03,Sun,20,Seattle Seahawks,Philadelphia Eagles,24,10,home,away,FALSE,FALSE
2017,13,16,2017-12-04,Mon,20,Pittsburgh Steelers,Cincinnati Bengals,23,20,away,home,FALSE,FALSE
2017,14,1,2017-12-07,Thu,20,Atlanta Falcons,New Orleans Saints,20,17,home,away,FALSE,FALSE
2017,14,2,2017-12-10,Sun,13,San Francisco 49ers,Houston Texans,26,16,away,home,FALSE,FALSE
2017,14,3,2017-12-10,Sun,13,Buffalo Bills,Indianapolis Colts,13,7,home,away,FALSE,FALSE
2017,14,4,2017-12-10,Sun,13,Kansas City Chiefs,Oakland Raiders,26,15,home,away,FALSE,FALSE
2017,14,5,2017-12-10,Sun,13,Detroit Lions,Tampa Bay Buccaneers,24,21,away,home,FALSE,FALSE
2017,14,6,2017-12-10,Sun,13,Green Bay Packers,Cleveland Browns,27,21,away,home,FALSE,FALSE
2017,14,7,2017-12-10,Sun,13,Chicago Bears,Cincinnati Bengals,33,7,away,home,FALSE,FALSE
2017,14,8,2017-12-10,Sun,13,Carolina Panthers,Minnesota Vikings,31,24,home,away,FALSE,FALSE
2017,14,9,2017-12-10,Sun,13,Dallas Cowboys,New York Giants,30,10,away,home,FALSE,FALSE
2017,14,10,2017-12-10,Sun,16,Denver Broncos,New York Jets,23,0,home,away,FALSE,FALSE
2017,14,11,2017-12-10,Sun,16,Los Angeles Chargers,Washington Redskins,30,13,home,away,FALSE,FALSE
2017,14,12,2017-12-10,Sun,16,Arizona Cardinals,Tennessee Titans,12,7,home,away,FALSE,FALSE
2017,14,13,2017-12-10,Sun,16,Philadelphia Eagles,Los Angeles Rams,43,35,away,home,FALSE,FALSE
2017,14,14,2017-12-10,Sun,16,Jacksonville Jaguars,Seattle Seahawks,30,24,home,away,FALSE,FALSE
2017,14,15,2017-12-10,Sun,20,Pittsburgh Steelers,Baltimore Ravens,39,38,home,away,FALSE,FALSE
2017,14,16,2017-12-11,Mon,20,Miami Dolphins,New England Patriots,27,20,home,away,FALSE,FALSE
2017,15,1,2017-12-14,Thu,20,Denver Broncos,Indianapolis Colts,25,13,away,home,FALSE,FALSE
2017,15,2,2017-12-16,Sat,16,Detroit Lions,Chicago Bears,20,10,home,away,FALSE,FALSE
2017,15,3,2017-12-16,Sat,20,Kansas City Chiefs,Los Angeles Chargers,30,13,home,away,FALSE,FALSE
2017,15,4,2017-12-17,Sun,13,Washington Redskins,Arizona Cardinals,20,15,home,away,FALSE,FALSE
2017,15,5,2017-12-17,Sun,13,Jacksonville Jaguars,Houston Texans,45,7,home,away,FALSE,FALSE
2017,15,6,2017-12-17,Sun,13,Buffalo Bills,Miami Dolphins,24,16,home,away,FALSE,FALSE
2017,15,7,2017-12-17,Sun,13,New Orleans Saints,New York Jets,31,19,home,away,FALSE,FALSE
2017,15,8,2017-12-17,Sun,13,Baltimore Ravens,Cleveland Browns,27,10,away,home,FALSE,FALSE
2017,15,9,2017-12-17,Sun,13,Minnesota Vikings,Cincinnati Bengals,34,7,home,away,FALSE,FALSE
2017,15,10,2017-12-17,Sun,13,Philadelphia Eagles,New York Giants,34,29,away,home,FALSE,FALSE
2017,15,11,2017-12-17,Sun,13,Carolina Panthers,Green Bay Packers,31,24,home,away,FALSE,FALSE
2017,15,12,2017-12-17,Sun,16,Los Angeles Rams,Seattle Seahawks,42,7,away,home,FALSE,FALSE
2017,15,13,2017-12-17,Sun,16,San Francisco 49ers,Tennessee Titans,25,23,home,away,FALSE,FALSE
2017,15,14,2017-12-17,Sun,16,New England Patriots,Pittsburgh Steelers,27,24,away,home,FALSE,FALSE
2017,15,15,2017-12-17,Sun,20,Dallas Cowboys,Oakland Raiders,20,17,away,home,FALSE,FALSE
2017,15,16,2017-12-18,Mon,20,Atlanta Falcons,Tampa Bay Buccaneers,24,21,away,home,FALSE,FALSE
2017,16,1,2017-12-23,Sat,16,Baltimore Ravens,Indianapolis Colts,23,16,home,away,FALSE,FALSE
2017,16,2,2017-12-23,Sat,20,Minnesota Vikings,Green Bay Packers,16,0,away,home,FALSE,FALSE
2017,16,3,2017-12-24,Sun,13,Chicago Bears,Cleveland Browns,20,3,home,away,FALSE,FALSE
2017,16,4,2017-12-24,Sun,13,New Orleans Saints,Atlanta Falcons,23,13,home,away,FALSE,FALSE
2017,16,5,2017-12-24,Sun,13,Carolina Panthers,Tampa Bay Buccaneers,22,19,home,away,FALSE,FALSE
2017,16,6,2017-12-24,Sun,13,Los Angeles Rams,Tennessee Titans,27,23,away,home,FALSE,FALSE
2017,16,7,2017-12-24,Sun,13,Washington Redskins,Denver Broncos,27,11,home,away,FALSE,FALSE
2017,16,8,2017-12-24,Sun,13,Los Angeles Chargers,New York Jets,14,7,away,home,FALSE,FALSE
2017,16,9,2017-12-24,Sun,13,New England Patriots,Buffalo Bills,37,16,home,away,FALSE,FALSE
2017,16,10,2017-12-24,Sun,13,Kansas City Chiefs,Miami Dolphins,29,13,home,away,FALSE,FALSE
2017,16,11,2017-12-24,Sun,13,Cincinnati Bengals,Detroit Lions,26,17,home,away,FALSE,FALSE
2017,16,12,2017-12-24,Sun,16,San Francisco 49ers,Jacksonville Jaguars,44,33,home,away,FALSE,FALSE
2017,16,13,2017-12-24,Sun,16,Seattle Seahawks,Dallas Cowboys,21,12,away,home,FALSE,FALSE
2017,16,14,2017-12-24,Sun,16,Arizona Cardinals,New York Giants,23,0,home,away,FALSE,FALSE
2017,16,15,2017-12-25,Mon,16,Pittsburgh Steelers,Houston Texans,34,6,away,home,FALSE,FALSE
2017,16,16,2017-12-25,Mon,20,Philadelphia Eagles,Oakland Raiders,19,10,home,away,FALSE,FALSE
2017,17,1,2017-12-31,Sun,13,Minnesota Vikings,Chicago Bears,23,10,home,away,FALSE,FALSE
2017,17,2,2017-12-31,Sun,13,Indianapolis Colts,Houston Texans,22,13,home,away,FALSE,FALSE
2017,17,3,2017-12-31,Sun,13,New England Patriots,New York Jets,26,6,home,away,FALSE,FALSE
2017,17,4,2017-12-31,Sun,13,Detroit Lions,Green Bay Packers,35,11,home,away,FALSE,FALSE
2017,17,5,2017-12-31,Sun,13,Dallas Cowboys,Philadelphia Eagles,6,0,away,home,FALSE,FALSE
2017,17,6,2017-12-31,Sun,13,Pittsburgh Steelers,Cleveland Browns,28,24,home,away,FALSE,FALSE
2017,17,7,2017-12-31,Sun,13,New York Giants,Washington Redskins,18,10,home,away,FALSE,FALSE
2017,17,8,2017-12-31,Sun,16,Kansas City Chiefs,Denver Broncos,27,24,away,home,FALSE,FALSE
2017,17,9,2017-12-31,Sun,16,Los Angeles Chargers,Oakland Raiders,30,10,home,away,FALSE,FALSE
2017,17,10,2017-12-31,Sun,16,Buffalo Bills,Miami Dolphins,22,16,away,home,FALSE,FALSE
2017,17,11,2017-12-31,Sun,16,Tennessee Titans,Jacksonville Jaguars,15,10,home,away,FALSE,FALSE
2017,17,12,2017-12-31,Sun,16,Cincinnati Bengals,Baltimore Ravens,31,27,away,home,FALSE,FALSE
2017,17,13,2017-12-31,Sun,16,Atlanta Falcons,Carolina Panthers,22,10,home,away,FALSE,FALSE
2017,17,14,2017-12-31,Sun,16,San Francisco 49ers,Los Angeles Rams,34,13,away,home,FALSE,FALSE
2017,17,15,2017-12-31,Sun,16,Arizona Cardinals,Seattle Seahawks,26,24,away,home,FALSE,FALSE
2017,17,16,2017-12-31,Sun,16,Tampa Bay Buccaneers,New Orleans Saints,31,24,home,away,FALSE,FALSE
2017,18,1,2018-01-06,Sat,16,Tennessee Titans,Kansas City Chiefs,22,21,away,home,TRUE,FALSE
2017,18,2,2018-01-06,Sat,20,Atlanta Falcons,Los Angeles Rams,26,13,away,home,TRUE,FALSE
2017,18,3,2018-01-07,Sun,13,Jacksonville Jaguars,Buffalo Bills,10,3,home,away,TRUE,FALSE
2017,18,4,2018-01-07,Sun,16,New Orleans Saints,Carolina Panthers,31,26,home,away,TRUE,FALSE
2017,19,1,2018-01-13,Sat,16,Philadelphia Eagles,Atlanta Falcons,15,10,home,away,TRUE,FALSE
2017,19,2,2018-01-13,Sat,20,New England Patriots,Tennessee Titans,35,14,home,away,TRUE,FALSE
2017,19,3,2018-01-14,Sun,13,Jacksonville Jaguars,Pittsburgh Steelers,45,42,away,home,TRUE,FALSE
2017,19,4,2018-01-14,Sun,16,Minnesota Vikings,New Orleans Saints,29,24,home,away,TRUE,FALSE
2017,20,1,2018-01-21,Sun,15,New England Patriots,Jacksonville Jaguars,24,20,home,away,TRUE,FALSE
2017,20,2,2018-01-21,Sun,18,Philadelphia Eagles,Minnesota Vikings,38,7,home,away,TRUE,FALSE
2017,21,1,2018-02-04,Sun,18,Philadelphia Eagles,New England Patriots,41,33,neutral,neutral,TRUE,TRUE
2018,1,1,2018-09-06,Thu,20,Philadelphia Eagles,Atlanta Falcons,18,12,home,away,FALSE,FALSE
2018,1,2,2018-09-09,Sun,13,Tampa Bay Buccaneers,New Orleans Saints,48,40,away,home,FALSE,FALSE
2018,1,3,2018-09-09,Sun,13,Cincinnati Bengals,Indianapolis Colts,34,23,away,home,FALSE,FALSE
2018,1,4,2018-09-09,Sun,13,Baltimore Ravens,Buffalo Bills,47,3,home,away,FALSE,FALSE
2018,1,5,2018-09-09,Sun,13,Miami Dolphins,Tennessee Titans,27,20,home,away,FALSE,FALSE
2018,1,6,2018-09-09,Sun,13,Pittsburgh Steelers,Cleveland Browns,21,21,away,home,FALSE,FALSE
2018,1,7,2018-09-09,Sun,13,New England Patriots,Houston Texans,27,20,home,away,FALSE,FALSE
2018,1,8,2018-09-09,Sun,13,Minnesota Vikings,San Francisco 49ers,24,16,home,away,FALSE,FALSE
2018,1,9,2018-09-09,Sun,13,Jacksonville Jaguars,New York Giants,20,15,away,home,FALSE,FALSE
2018,1,10,2018-09-09,Sun,16,Kansas City Chiefs,Los Angeles Chargers,38,28,away,home,FALSE,FALSE
2018,1,11,2018-09-09,Sun,16,Denver Broncos,Seattle Seahawks,27,24,home,away,FALSE,FALSE
2018,1,12,2018-09-09,Sun,16,Carolina Panthers,Dallas Cowboys,16,8,home,away,FALSE,FALSE
2018,1,13,2018-09-09,Sun,16,Washington Redskins,Arizona Cardinals,24,6,away,home,FALSE,FALSE
2018,1,14,2018-09-09,Sun,20,Green Bay Packers,Chicago Bears,24,23,home,away,FALSE,FALSE
2018,1,15,2018-09-10,Mon,19,New York Jets,Detroit Lions,48,17,away,home,FALSE,FALSE
2018,1,16,2018-09-10,Mon,22,Los Angeles Rams,Oakland Raiders,33,13,away,home,FALSE,FALSE
2018,2,1,2018-09-13,Thu,20,Cincinnati Bengals,Baltimore Ravens,34,23,home,away,FALSE,FALSE
2018,2,2,2018-09-16,Sun,13,Indianapolis Colts,Washington Redskins,21,9,away,home,FALSE,FALSE
2018,2,3,2018-09-16,Sun,13,Kansas City Chiefs,Pittsburgh Steelers,42,37,away,home,FALSE,FALSE
2018,2,4,2018-09-16,Sun,13,Minnesota Vikings,Green Bay Packers,29,29,away,home,FALSE,FALSE
2018,2,5,2018-09-16,Sun,13,Miami Dolphins,New York Jets,20,12,away,home,FALSE,FALSE
2018,2,6,2018-09-16,Sun,13,Atlanta Falcons,Carolina Panthers,31,24,home,away,FALSE,FALSE
2018,2,7,2018-09-16,Sun,13,Tennessee Titans,Houston Texans,20,17,home,away,FALSE,FALSE
2018,2,8,2018-09-16,Sun,13,New Orleans Saints,Cleveland Browns,21,18,home,away,FALSE,FALSE
2018,2,9,2018-09-16,Sun,13,Tampa Bay Buccaneers,Philadelphia Eagles,27,21,home,away,FALSE,FALSE
2018,2,10,2018-09-16,Sun,13,Los Angeles Chargers,Buffalo Bills,31,20,away,home,FALSE,FALSE
2018,2,11,2018-09-16,Sun,16,San Francisco 49ers,Detroit Lions,30,27,home,away,FALSE,FALSE
2018,2,12,2018-09-16,Sun,16,Los Angeles Rams,Arizona Cardinals,34,0,home,away,FALSE,FALSE
2018,2,13,2018-09-16,Sun,16,Jacksonville Jaguars,New England Patriots,31,20,home,away,FALSE,FALSE
2018,2,14,2018-09-16,Sun,16,Denver Broncos,Oakland Raiders,20,19,home,away,FALSE,FALSE
2018,2,15,2018-09-16,Sun,20,Dallas Cowboys,New York Giants,20,13,home,away,FALSE,FALSE
2018,2,16,2018-09-17,Mon,20,Chicago Bears,Seattle Seahawks,24,17,home,away,FALSE,FALSE
2018,3,1,2018-09-20,Thu,20,Cleveland Browns,New York Jets,21,17,home,away,FALSE,FALSE
2018,3,2,2018-09-23,Sun,13,Baltimore Ravens,Denver Broncos,27,14,home,away,FALSE,FALSE
2018,3,3,2018-09-23,Sun,13,New Orleans Saints,Atlanta Falcons,43,37,away,home,FALSE,FALSE
2018,3,4,2018-09-23,Sun,13,Tennessee Titans,Jacksonville Jaguars,9,6,away,home,FALSE,FALSE
2018,3,5,2018-09-23,Sun,13,Buffalo Bills,Minnesota Vikings,27,6,away,home,FALSE,FALSE
2018,3,6,2018-09-23,Sun,13,Kansas City Chiefs,San Francisco 49ers,38,27,home,away,FALSE,FALSE
2018,3,7,2018-09-23,Sun,13,Philadelphia Eagles,Indianapolis Colts,20,16,home,away,FALSE,FALSE
2018,3,8,2018-09-23,Sun,13,Washington Redskins,Green Bay Packers,31,17,home,away,FALSE,FALSE
2018,3,9,2018-09-23,Sun,13,Carolina Panthers,Cincinnati Bengals,31,21,home,away,FALSE,FALSE
2018,3,10,2018-09-23,Sun,13,Miami Dolphins,Oakland Raiders,28,20,home,away,FALSE,FALSE
2018,3,11,2018-09-23,Sun,13,New York Giants,Houston Texans,27,22,away,home,FALSE,FALSE
2018,3,12,2018-09-23,Sun,16,Los Angeles Rams,Los Angeles Chargers,35,23,home,away,FALSE,FALSE
2018,3,13,2018-09-23,Sun,16,Seattle Seahawks,Dallas Cowboys,24,13,home,away,FALSE,FALSE
2018,3,14,2018-09-23,Sun,16,Chicago Bears,Arizona Cardinals,16,14,away,home,FALSE,FALSE
2018,3,15,2018-09-23,Sun,20,Detroit Lions,New England Patriots,26,10,home,away,FALSE,FALSE
2018,3,16,2018-09-24,Mon,20,Pittsburgh Steelers,Tampa Bay Buccaneers,30,27,away,home,FALSE,FALSE
2018,4,1,2018-09-27,Thu,20,Los Angeles Rams,Minnesota Vikings,38,31,home,away,FALSE,FALSE
2018,4,2,2018-09-30,Sun,13,Tennessee Titans,Philadelphia Eagles,26,23,home,away,FALSE,FALSE
2018,4,3,2018-09-30,Sun,13,New England Patriots,Miami Dolphins,38,7,home,away,FALSE,FALSE
2018,4,4,2018-09-30,Sun,13,Chicago Bears,Tampa Bay Buccaneers,48,10,home,away,FALSE,FALSE
2018,4,5,2018-09-30,Sun,13,Dallas Cowboys,Detroit Lions,26,24,home,away,FALSE,FALSE
2018,4,6,2018-09-30,Sun,13,Cincinnati Bengals,Atlanta Falcons,37,36,away,home,FALSE,FALSE
2018,4,7,2018-09-30,Sun,13,Houston Texans,Indianapolis Colts,37,34,away,home,FALSE,FALSE
2018,4,8,2018-09-30,Sun,13,Jacksonville Jaguars,New York Jets,31,12,home,away,FALSE,FALSE
2018,4,9,2018-09-30,Sun,13,Green Bay Packers,Buffalo Bills,22,0,home,away,FALSE,FALSE
2018,4,10,2018-09-30,Sun,16,Seattle Seahawks,Arizona Cardinals,20,17,away,home,FALSE,FALSE
2018,4,11,2018-09-30,Sun,16,Oakland Raiders,Cleveland Browns,45,42,home,away,FALSE,FALSE
2018,4,12,2018-09-30,Sun,16,Los Angeles Chargers,San Francisco 49ers,29,27,home,away,FALSE,FALSE
2018,4,13,2018-09-30,Sun,16,New Orleans Saints,New York Giants,33,18,away,home,FALSE,FALSE
2018,4,14,2018-09-30,Sun,20,Baltimore Ravens,Pittsburgh Steelers,26,14,away,home,FALSE,FALSE
2018,4,15,2018-10-01,Mon,20,Kansas City Chiefs,Denver Broncos,27,23,away,home,FALSE,FALSE
2018,5,1,2018-10-04,Thu,20,New England Patriots,Indianapolis Colts,38,24,home,away,FALSE,FALSE
2018,5,2,2018-10-07,Sun,13,Carolina Panthers,New York Giants,33,31,home,away,FALSE,FALSE
2018,5,3,2018-10-07,Sun,13,New York Jets,Denver Broncos,34,16,home,away,FALSE,FALSE
2018,5,4,2018-10-07,Sun,13,Buffalo Bills,Tennessee Titans,13,12,home,away,FALSE,FALSE
2018,5,5,2018-10-07,Sun,13,Detroit Lions,Green Bay Packers,31,23,home,away,FALSE,FALSE
2018,5,6,2018-10-07,Sun,13,Kansas City Chiefs,Jacksonville Jaguars,30,14,home,away,FALSE,FALSE
2018,5,7,2018-10-07,Sun,13,Cincinnati Bengals,Miami Dolphins,27,17,home,away,FALSE,FALSE
2018,5,8,2018-10-07,Sun,13,Pittsburgh Steelers,Atlanta Falcons,41,17,home,away,FALSE,FALSE
2018,5,9,2018-10-07,Sun,13,Cleveland Browns,Baltimore Ravens,12,9,home,away,FALSE,FALSE
2018,5,10,2018-10-07,Sun,16,Los Angeles Chargers,Oakland Raiders,26,10,home,away,FALSE,FALSE
2018,5,11,2018-10-07,Sun,16,Arizona Cardinals,San Francisco 49ers,28,18,away,home,FALSE,FALSE
2018,5,12,2018-10-07,Sun,16,Los Angeles Rams,Seattle Seahawks,33,31,away,home,FALSE,FALSE
2018,5,13,2018-10-07,Sun,16,Minnesota Vikings,Philadelphia Eagles,23,21,away,home,FALSE,FALSE
2018,5,14,2018-10-07,Sun,20,Houston Texans,Dallas Cowboys,19,16,home,away,FALSE,FALSE
2018,5,15,2018-10-08,Mon,20,New Orleans Saints,Washington Redskins,43,19,home,away,FALSE,FALSE
2018,6,1,2018-10-11,Thu,20,Philadelphia Eagles,New York Giants,34,13,away,home,FALSE,FALSE
2018,6,2,2018-10-14,Sun,13,Washington Redskins,Carolina Panthers,23,17,home,away,FALSE,FALSE
2018,6,3,2018-10-14,Sun,13,Miami Dolphins,Chicago Bears,31,28,home,away,FALSE,FALSE
2018,6,4,2018-10-14,Sun,13,Seattle Seahawks,Oakland Raiders,27,3,away,home,FALSE,FALSE
2018,6,5,2018-10-14,Sun,13,Minnesota Vikings,Arizona Cardinals,27,17,home,away,FALSE,FALSE
2018,6,6,2018-10-14,Sun,13,Atlanta Falcons,Tampa Bay Buccaneers,34,29,home,away,FALSE,FALSE
2018,6,7,2018-10-14,Sun,13,Pittsburgh Steelers,Cincinnati Bengals,28,21,away,home,FALSE,FALSE
2018,6,8,2018-10-14,Sun,13,Houston Texans,Buffalo Bills,20,13,home,away,FALSE,FALSE
2018,6,9,2018-10-14,Sun,13,Los Angeles Chargers,Cleveland Browns,38,14,away,home,FALSE,FALSE
2018,6,10,2018-10-14,Sun,13,New York Jets,Indianapolis Colts,42,34,home,away,FALSE,FALSE
2018,6,11,2018-10-14,Sun,16,Los Angeles Rams,Denver Broncos,23,20,away,home,FALSE,FALSE
2018,6,12,2018-10-14,Sun,16,Dallas Cowboys,Jacksonville Jaguars,40,7,home,away,FALSE,FALSE
2018,6,13,2018-10-14,Sun,16,Baltimore Ravens,Tennessee Titans,21,0,away,home,FALSE,FALSE
2018,6,14,2018-10-14,Sun,20,New England Patriots,Kansas City Chiefs,43,40,home,away,FALSE,FALSE
2018,6,15,2018-10-15,Mon,20,Green Bay Packers,San Francisco 49ers,33,30,home,away,FALSE,FALSE
2018,7,1,2018-10-18,Thu,20,Denver Broncos,Arizona Cardinals,45,10,away,home,FALSE,FALSE
2018,7,2,2018-10-21,Sun,9,Los Angeles Chargers,Tennessee Titans,20,19,home,away,FALSE,FALSE
2018,7,3,2018-10-21,Sun,13,New England Patriots,Chicago Bears,38,31,away,home,FALSE,FALSE
2018,7,4,2018-10-21,Sun,13,Detroit Lions,Miami Dolphins,32,21,away,home,FALSE,FALSE
2018,7,5,2018-10-21,Sun,13,Carolina Panthers,Philadelphia Eagles,21,17,away,home,FALSE,FALSE
2018,7,6,2018-10-21,Sun,13,Minnesota Vikings,New York Jets,37,17,away,home,FALSE,FALSE
2018,7,7,2018-10-21,Sun,13,Indianapolis Colts,Buffalo Bills,37,5,home,away,FALSE,FALSE
2018,7,8,2018-10-21,Sun,13,Tampa Bay Buccaneers,Cleveland Browns,26,23,home,away,FALSE,FALSE
2018,7,9,2018-10-21,Sun,13,Houston Texans,Jacksonville Jaguars,20,7,away,home,FALSE,FALSE
2018,7,10,2018-10-21,Sun,16,New Orleans Saints,Baltimore Ravens,24,23,away,home,FALSE,FALSE
2018,7,11,2018-10-21,Sun,16,Washington Redskins,Dallas Cowboys,20,17,home,away,FALSE,FALSE
2018,7,12,2018-10-21,Sun,16,Los Angeles Rams,San Francisco 49ers,39,10,away,home,FALSE,FALSE
